公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,详细信息,来源网站,记录时间,_url
荣商缝纫设备有限公司,浙江 嘉兴市秀洲区 洪合，国贸，九州佳苑2号,86-057388256239,"工业缝纫机 , 缝纫线 , 渔丝线 , 染色线 ,  配件 ,  衣车油等 ,  工具 ",杨战领,13067601106,,,314000,嘉兴企业网 秀洲区 秀洲区洪合镇,,,,,"法人名称：荣商缝纫设备有限公司主要经营产品：工业缝纫机 , 缝纫线 , 渔丝线 , 染色线 ,  配件 ,  衣车油等 ,  工具 经营状态：在业经营模式：经销批发职员人数：5人注册资本：人民币0万元 (万元)所属分类：维修及安装服务公司所属城市：嘉兴企业网 秀洲区 秀洲区洪合镇顺企编码：21533386",,,https://www.11467.com/jiaxing/co/142943.htm
湖北龙腾纺织有限公司,孝感 汉川市马口工业园 - ,027-88089971,"纯涤纶纱线20/2/3-60/2/3 , 涤纶缝纫线 ",王艳,未提供,,,polyesteryarn@aliyun.com,2005年11月13日,,,,有限责任公司(自然人投资或控股),"法人名称：湖北龙腾纺织有限公司主要经营产品：纯涤纶纱线20/2/3-60/2/3 , 涤纶缝纫线 经营范围：纺织、制线、纺纱、针织品生产、加工、销售；纺织机械配件销售。（涉及许可经营项目，应取得相关部门许可后方可经营）营业执照号码：91420984780920659L发证机关：汉川市工商行政管理局核准日期：2016-06-27经营状态：存续（在营、开业、在册）成立时间：2005年11月13日注册资本：1,000万元 (万元)所属分类：纱线公司所属城市：孝感企业网 汉川市 汉川市马口镇类型：有限责任公司(自然人投资或控股)顺企编码：23344793",,,https://www.11467.com/xiaogan/co/25554.htm
徐州市英杰服装辅料经销部,徐州 徐州市宣武路43号C7、C8号,86-051683662241,"拉链 , 松紧带 , 缝纫线 , 子母扣 , 各种织带 ,  拉链 , 松紧带 ",丁晓杰,15062111182,,,221000,经销批发,,,,吊粒、吊牌公司,"法人名称：徐州市英杰服装辅料经销部主要经营产品：拉链 , 松紧带 , 缝纫线 , 子母扣 , 各种织带 ,  拉链 , 松紧带 经营范围：服装、服装辅料、日用百货、五金交电批发、零售；服装辅料加工；自营和代理服装、服装辅料、日用百货的进出口业务（国家限定或禁止进出口的商品除外）；服装加工、生产及服装电脑绣花、印花服务（该经营范围限分支机构经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：913203037682557995发证机关：徐州市云龙区市场监督管理局核准日期：2016-07-28经营状态：在业经营模式：经销批发成立时间：2004年12月03日职员人数：5人注册资本：10万元人民币 (万元)所属分类：吊粒、吊牌公司所属城市：徐州企业网 云龙区 类型：个人独资企业顺企编码：21232216",,,https://www.11467.com/qiye/21232216.htm
上海上屿制线厂,上海南汇 浦东新区惠南镇黄路幸福村2组,86-021-58270476,"涤纶缝纫线 ,  涤纶高强缝纫线  , 尼龙线 , 高低弹丝 ",程旭敏,13817066667,,,201301,2005年07月14日,,,,20891223,"法人名称：上海上屿制线厂主要经营产品：涤纶缝纫线 ,  涤纶高强缝纫线  , 尼龙线 , 高低弹丝 经营范围：制线；服装辅料，鞋帽，纺织品，生产，加工。（以上凡涉及行政许可的凭许可证经营）。营业执照号码：310225000470608发证机关：浦东新区市场监管局核准日期：2005-07-14经营状态：存续（在营、开业、在册）成立时间：2005年07月14日所属分类：化学纤维公司所属城市：上海南汇企业网类型：个人独资企业顺企编码：20891223",,,https://www.11467.com/shnanhui/co/37483.htm
徐州志成纤维有限公司,徐州 沛县龙固镇龙安路 - ,13902584666,"渔线 ,  高强PE编织线 , 钓鱼线 , 编织线 , 缝纫线 , 登山绳 ,  钓线 ,  渔具 ,  fishing line ,  fBraided line , 尼龙单丝线 , 风筝线 ,  Monofilament ,  Fluro Carbon ,  Mono leader , 碳素线 ,  钓具 ",赖俊哲,15189483003,,,644276384@.com,在业,,,,登山绳公司,"法人名称：徐州志成纤维有限公司主要经营产品：渔线 ,  高强PE编织线 , 钓鱼线 , 编织线 , 缝纫线 , 登山绳 ,  钓线 ,  渔具 ,  fishing line ,  fBraided line , 尼龙单丝线 , 风筝线 ,  Monofilament ,  Fluro Carbon ,  Mono leader , 碳素线 ,  钓具 经营范围：绳、索、缆的制造、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：320322000041111发证机关：沛县市场监督管理局核准日期：2014-08-22经营期限：10年经营状态：在业经营模式：生产加工成立时间：2007年11月20日注册资本：102万元人民币 (万元)所属分类：登山绳公司所属城市：徐州企业网 沛县 沛县龙固镇类型：有限责任公司顺企编码：21271687",,,https://www.11467.com/xuzhou/co/87788.htm
镇江市博达新材料有限公司,镇江 扬中市八桥镇永胜街 - ,15052988968,"PTFE缝纫线 ,  PTFE白色卷曲纤维 , PTFE网线 , 针刺过滤毡 , 卷曲纤维基布 ",王俊,15052986743,,,173507541@qq.com,生产加工,,,,滤料公司,"法人名称：镇江市博达新材料有限公司主要经营产品：PTFE缝纫线 ,  PTFE白色卷曲纤维 , PTFE网线 , 针刺过滤毡 , 卷曲纤维基布 经营范围：高分子材料、PTFE网线、针刺过滤毡、卷曲纤维基布销售；PTFE缝纫线、铜包铜、铜包铝、铜包钢、铜插线、桥架、母线槽、开关柜加工、制造。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321182672537177J发证机关：扬中市市场监督管理局核准日期：2016-05-10经营状态：在业经营模式：生产加工成立时间：2008年03月07日职员人数：51人注册资本：500万元人民币 (万元)所属分类：滤料公司所属城市：镇江企业网 扬中市 扬中市八桥镇类型：有限责任公司(自然人独资)顺企编码：21154469",,,https://www.11467.com/zhenjiang/co/69569.htm
湖北省宇涛特种纤维股份有限公司,咸宁 崇阳县天城工业园区 - ,0715-3370509,"涤纶热熔丝 , 尼龙热熔丝 , 3D飞织鞋面热熔丝 , 低熔点长丝 , 热熔包覆纱 , 热熔缝纫线 , 特种纤维量身定做 ",刘小姐,18071253566,,,hbsyutao@163.com,存续（在营、开业、在册）,,,,咸宁企业网 崇阳县 ,"法人名称：湖北省宇涛特种纤维股份有限公司主要经营产品：涤纶热熔丝 , 尼龙热熔丝 , 3D飞织鞋面热熔丝 , 低熔点长丝 , 热熔包覆纱 , 热熔缝纫线 , 特种纤维量身定做 经营范围：低熔点尼龙长丝、低熔点涤纶长丝、化纤纱线制造、销售，自营和代理自产产品的进出口业务；法律、行政法规或国务院决定未设定前置许可的，可自行开展经营活动。营业执照号码：91421200688451087R发证机关：咸宁市工商行政管理局核准日期：2014-10-17经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2009年05月05日注册资本：1,200万元 (万元)所属分类：化学纤维公司所属城市：咸宁企业网 崇阳县 类型：股份有限公司(非上市、自然人投资或控股)顺企编码：45324676",,,https://www.11467.com/xianning/co/18635.htm
浙江轩泰新材料有限公司,中国浙江嘉兴桐乡市凤鸣街道同园路188号4幢1-2层,0573 - 88236564,"芳纶纤维长丝 , 芳纶短切丝/浆粕 , 芳纶卷曲短纤维 , 芳纶布 , 芳纶缝纫线 , 芳纶套管 , 玄武岩短切丝 , 玄武岩布 , 碳纤维短切丝 , 电子布 , 玻璃纤维合股纱 , 电子纱 ",张朋科,18657301314,,,314500,玻璃纤维公司,,,,,"法人名称：浙江轩泰新材料有限公司主要经营产品：芳纶纤维长丝 , 芳纶短切丝/浆粕 , 芳纶卷曲短纤维 , 芳纶布 , 芳纶缝纫线 , 芳纶套管 , 玄武岩短切丝 , 玄武岩布 , 碳纤维短切丝 , 电子布 , 玻璃纤维合股纱 , 电子纱 经营范围：新材料的技术开发、技术咨询、技术服务；特种纤维的（加捻、并股）加工、销售；机织布的生产销售；玻璃纤维及其制品、碳纤维制品、芳纶纤维制品、树脂复合材料的销售；货物进出口、技术进出口。（依法须经批准的项目经营状态：在业成立时间：2012年06月12日职员人数：51人注册资本：1 (万元)所属分类：玻璃纤维公司所属城市：桐乡企业网顺企编码：52413375",,,https://www.11467.com/qiye/52413375.htm
武进区礼嘉大利制线厂,常州 武进区礼嘉镇礼嘉村上头巷71号,86-051986238592,"涤纶缝纫线 , 低弹丝 , 封包线 ",班伟俊,13218658881,,,213000,2011年05月24日,,,,常州企业网 武进区 武进区礼嘉镇,"法人名称：武进区礼嘉大利制线厂主要经营产品：涤纶缝纫线 , 低弹丝 , 封包线 经营范围：缝纫线加工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：320483600746714发证机关：常州市武进区市场监督管理局经营状态：在业经营模式：生产加工 [已实地认证]成立时间：2011年05月24日职员人数：5人注册资本：人民币0万元  (万元)所属分类：纱线公司所属城市：常州企业网 武进区 武进区礼嘉镇类型：个体工商户顺企编码：21424858",,,https://www.11467.com/changzhou/co/161283.htm
汕头市宗盛纺织品有限公司,汕头 潮南区胪岗镇泗黄工业区 - ,075482804466,"锦纶长丝线 , 走马线 , 涤纶缝纫线 ",黄仁和,13715973145,,,13715973145@139.com,汕头企业网 潮南区 潮南区胪岗镇,,,,,"法人名称：汕头市宗盛纺织品有限公司主要经营产品：锦纶长丝线 , 走马线 , 涤纶缝纫线 经营状态：在业经营模式：生产成立时间：2018年08月21日注册资本：100 (万元)所属分类：纱线公司所属城市：汕头企业网 潮南区 潮南区胪岗镇顺企编码：93226531",,,https://www.11467.com/qiye/93226531.htm
诸城市芳然制衣厂,中国山东潍坊诸城市东武街76号,0536 - 6393337,"bra-t系列 , 女装 , 打底 , 外贸单 , 日单 , 缝纫线 ",王方娥,15614606416,,,262200,背心、吊带衫公司,,,,,"法人名称：诸城市芳然制衣厂主要经营产品：bra-t系列 , 女装 , 打底 , 外贸单 , 日单 , 缝纫线 经营范围：加工销售服装、针织内衣、床上用品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）经营状态：在业成立时间：2016年06月13日职员人数：301人注册资本：50 (万元)所属分类：背心、吊带衫公司所属城市：诸城企业网顺企编码：52312508",,,https://www.11467.com/qiye/52312508.htm
深圳市宝安区福海睿智峰纺织厂,中国广东深圳宝安区福海街道和平社区荔园路福明盛工业园C栋5楼,0752 - 2834856,"功能魔术贴 , 普通魔术贴 , 紧松带 , 射出勾 , 背胶 , 背靠背 , 魔术贴扎带 , 蘑菇头 , 高周波 , 冲型电压 , 勾毛同体 , 透明勾 , 粘巴球 , 起毛布 , 不抓毛 , 粘扣带 , 发卷带 , 烫印丝印车缝 , 缝纫线 ",叶振峰,15112341483,,,518000,深圳企业网 宝安区 ,,,,,"法人名称：深圳市宝安区福海睿智峰纺织厂主要经营产品：功能魔术贴 , 普通魔术贴 , 紧松带 , 射出勾 , 背胶 , 背靠背 , 魔术贴扎带 , 蘑菇头 , 高周波 , 冲型电压 , 勾毛同体 , 透明勾 , 粘巴球 , 起毛布 , 不抓毛 , 粘扣带 , 发卷带 , 烫印丝印车缝 , 缝纫线 经营范围：一般经营项目：	   服装、服饰、内衣、纺织品的批发及零售
许可经营项目：	   服装、服饰、内衣、纺织品的生产加工；经营状态：在业成立时间：2017年06月19日职员人数：5人所属分类：纺织加工公司所属城市：深圳企业网 宝安区 顺企编码：52312261",,,https://www.11467.com/qiye/52312261.htm
宜昌市乐安居维艾斯窗饰专卖店,湖北 宜昌市伍家岗区 胜利三路14号,86-,"窗帘 ,  布匹 ,  辅料 ,  窗纱 , 缝纫辅料 ,  浴帘 ,  花边 ,  布带 , 遮光布 , 金丝绒 , 窗帘扣环 , 三抽带 , 粘合衬 , 缝纫线 ,  划粉 ",蔡晓,15971640432,,,443000,经销批发,,,,宜昌企业网 伍家岗区 伍家岗区伍家岗,"法人名称：宜昌市乐安居维艾斯窗饰专卖店主要经营产品：窗帘 ,  布匹 ,  辅料 ,  窗纱 , 缝纫辅料 ,  浴帘 ,  花边 ,  布带 , 遮光布 , 金丝绒 , 窗帘扣环 , 三抽带 , 粘合衬 , 缝纫线 ,  划粉 经营范围：窗帘、日用小百货、工艺品、针织品零售***营业执照号码：420503600018919发证机关：宜昌市工商行政管理局伍家分局万寿桥工商所核准日期：2016-03-03经营状态：存续经营模式：经销批发成立时间：2016年03月03日职员人数：5人所属分类：缝纫编织公司所属城市：宜昌企业网 伍家岗区 伍家岗区伍家岗类型：个体工商户顺企编码：21254054",,,https://www.11467.com/yichang/co/57049.htm
晋江高纺线带有限公司,泉州 福建 晋江市 高霞工业区,059528067196,"缝纫线 ,  纱 ,  涤纶 , 低弹丝 , 高弹丝 , 腈纶纱 , 涤棉纱 ,  纯棉 ",江月平,13960270329,,,362000,存续（在营、开业、在册）,,,,化学纤维公司,"法人名称：晋江高纺线带有限公司主要经营产品：缝纫线 ,  纱 ,  涤纶 , 低弹丝 , 高弹丝 , 腈纶纱 , 涤棉纱 ,  纯棉 经营范围：制造：鞋带、织带、松紧带、线制品、塑料制品。(依法须经批准的项目，经相关部门批准后方可开展经营活动)营业执照号码：91350582156475723H发证机关：福建省晋江市市场监督管理局核准日期：2016-03-29经营期限：10年经营状态：存续（在营、开业、在册）成立时间：1991年01月01日职员人数：201人注册资本：998 (万元)所属分类：化学纤维公司所属城市：泉州企业网 晋江市 类型：有限责任公司顺企编码：20515979",,,https://www.11467.com/quanzhou/co/159757.htm
海城市西柳镇兴盛制线加工厂,辽宁省鞍山市海城市西柳镇西古村205号,15842244451,"缝纫线 , 工业用线 , 针织色纱 , 织布纱 , 弹力线 ",李万森,13904121897,,,2778793117@qq.com,生产加工,,,,鞍山企业网 海城市 海城市西柳镇,"法人名称：海城市西柳镇兴盛制线加工厂主要经营产品：缝纫线 , 工业用线 , 针织色纱 , 织布纱 , 弹力线 经营范围：纺织品服装辅料加工（依法须经批准的项目，经相关部门批准后方可开展经营活动。营业执照号码：91210381L054295384发证机关：海城市市场监督管理局核准日期：2015-10-28经营状态：存续（在营、开业、在册）经营模式：生产加工成立时间：2011年11月15日职员人数：51人所属分类：纺纱加工公司所属城市：鞍山企业网 海城市 海城市西柳镇类型：个人独资企业顺企编码：21220745",,,https://www.11467.com/anshan/co/79666.htm
新余远东纺织有限公司,江西省新余市高新区东兴北路 - ,0790-6442901,纯涤纶缝纫坯线,胡瑞梅 ,13879057595,,,1187295519@qq.com,人民币12600万 (万元),,,,14456732,法人名称：新余远东纺织有限公司主要经营产品：纯涤纶缝纫坯线经营范围：纺织品生产经营／经营本企业自产产品的出口业务／本企业生产所需的原辅材料／仪器仪表／机械设备／零配件及技术的进口业务／经营来料加工和“三来一补”业务/代理纺织品及原辅料进出口业务（以上项目凭进出口备案登记证经营，涉及前置许可和国家有专项规定除外）*营业执照号码：360500110000565发证机关：新余市市场和质量监督管理局经营状态：存续（在营、开业、在册）成立时间：2002年10月15日注册资本：人民币12600万 (万元)所属分类：纱线公司所属城市：新余企业网类型：有限责任公司(自然人投资或控股)顺企编码：14456732商铺：http://xinyu07775.11467.com/,,,https://www.11467.com/xinyu/co/7775.htm
枣庄华磊服饰有限公司,枣庄 市中区永安乡永安村 - ,15192227666,"缝纫线 , 涤纶线 , 尼龙线 , 防火线 , 防水线 , 缝包线 , 涤棉线 , 高强线 , 绣花线 , 丙纶线 , 纯棉线 ",谷帅 ,15192127666,,,15192227666@163.com,在营,,,,枣庄企业网 市中区 市中区永安乡,"法人名称：枣庄华磊服饰有限公司主要经营产品：缝纫线 , 涤纶线 , 尼龙线 , 防火线 , 防水线 , 缝包线 , 涤棉线 , 高强线 , 绣花线 , 丙纶线 , 纯棉线 经营范围：服装、纱线、布匹、玩具、箱包、化工染料（不含化学危险品）、电子电器、装饰材料、通讯器材、手工饰品销售。（以上涉及许可的，凭许可证经营）(依法须经批准的项目，经相关部门批准后方可开展经营活动)。营业执照号码：370400200006504发证机关：枣庄市市中区市场监督管理局核准日期：2015-09-23经营期限：10年经营状态：在营成立时间：2009年06月22日注册资本：51万元人民币 (万元)所属分类：化学纤维公司所属城市：枣庄企业网 市中区 市中区永安乡类型：有限责任公司(自然人投资或控股)顺企编码：15728571商铺：http://zaozhuang029608.11467.com/",,,https://www.11467.com/zaozhuang/co/29608.htm
灯塔市东方制线厂,辽宁省辽阳市灯塔市佟二堡镇张唐村,15941930905,"涤纶线 , 大化纤 , 中化纤 , 小化纤 ,  棉线  , 缝纫线 , 封口线 ,  各种规格 ",王殿新,18604193966,,,cbzj0927@163.com,2010年04月22日,,,,7473478,"法人名称：灯塔市东方制线厂主要经营产品：涤纶线 , 大化纤 , 中化纤 , 小化纤 ,  棉线  , 缝纫线 , 封口线 ,  各种规格 经营范围：制线。加工（不含许可经营项目）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动。营业执照号码：211022003037126发证机关：灯塔市市场监督管理局核准日期：2010-04-22经营状态：存续（在营、开业、在册）成立时间：2010年04月22日所属分类：其他服装辅料公司所属城市：辽阳企业网 灯塔市 灯塔市佟二堡镇类型：个人独资企业顺企编码：7473478商铺：http://liaoyang022934.11467.com/",,,https://www.11467.com/liaoyang/co/22934.htm
