公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,详细信息,来源网站,记录时间,_url
济南宏源篷布有限公司,山东市济南市天桥区桑梓店街道办事处桑梓店村2-167号,(0531),"帐篷 , 篷布 , 遮阳棚 , 帆布制品加工及销售 ",李萍,13256661836,,,2308979067@qq.com,,,,,,"法人名称：济南宏源篷布有限公司主要经营产品：帐篷 , 篷布 , 遮阳棚 , 帆布制品加工及销售 经营状态：在业所属分类：其他户外用品公司所属城市：济南企业网顺企编码：95788608",,,https://www.11467.com/qiye/95788608.htm
四川德隆防水布制品有限责任公司,四川达州市渠县 - ,86-076938937616/38937618/38937619,帆布    防雨布   防水布  夹网布  有机硅布  pvc涂塑布  油布   腊布    PVC刀刮布  汽车篷布  集装箱盖布   雨布,向建,13823370581,,,szxyfb@163.com,存续,,,,http://www.szxyfb.com,法人名称:四川德隆防水布制品有限责任公司主要经营产品:帆布    防雨布   防水布  夹网布  有机硅布  pvc涂塑布  油布   腊布    PVC刀刮布  汽车篷布  集装箱盖布   雨布经营范围:帆布、篷布、土工布生产、加工、销售;建材、编织袋、帐篷、劳保用品、机油、润滑油、防冻液、螺杆式空气压缩机、电气设备、零配件、各类电设备的技术开发、购销及维修。(仅限上门维修、不含限制项目)经营进出口业务(法律、行政法规、国务院规定的禁止项目除外;限制的项目取得许可后方可经营)营业执照号码:511725000020937发证机关:达州市渠县工商行政管理局核准日期:2014-06-19经营期限:10年经营状态:存续经营模式:生产加工 [已实地认证]成立时间:2011年09月29日注册资本:200 万 (万元)公司官网:http://www.szxyfb.com所属分类:非织造及工业用布公司所属城市:达州企业网 渠县 类型:有限责任公司(自然人投资或控股)顺企编码:95661商铺:http://dazhou017861.11467.com/,,,https://www.11467.com/dazhou/co/17861.htm
河北正力机械设备有限公司,沧州 cn - ,0317-5305821,"链轮 , 齿轮 , 软连接 , 风机软连接 , 帆布软连接 , 通风软连接 , 伞齿轮 , 直齿轮 , 大齿轮 , 大链轮 , 双排链轮 , 水泥伸缩布袋 , 硅胶软连接 , 非金属软连接 , 阻燃软连接 , 除尘软连接 , 防火软连接 , 伸缩软连接 , 钢丝骨架软连接 , 水泥软连接 , 水泥布袋 , 耐高温软连接 , 中央空调软连接 ",刘乐,13932714344,,,zljxcn@163.com,2019年07月10日,,,,机械其他未分类公司,"法人名称：河北正力机械设备有限公司主要经营产品：链轮 , 齿轮 , 软连接 , 风机软连接 , 帆布软连接 , 通风软连接 , 伞齿轮 , 直齿轮 , 大齿轮 , 大链轮 , 双排链轮 , 水泥伸缩布袋 , 硅胶软连接 , 非金属软连接 , 阻燃软连接 , 除尘软连接 , 防火软连接 , 伸缩软连接 , 钢丝骨架软连接 , 水泥软连接 , 水泥布袋 , 耐高温软连接 , 中央空调软连接 营业执照号码：91130925MA0DTTHF7U发证机关：盐山县市场监督管理局核准日期：2019-07-10经营状态：存续（在营、开业、在册）经营模式：生产型成立时间：2019年07月10日职员人数：50人注册资本：399 (万元)公司官网：http://www.zljx.cn所属分类：机械其他未分类公司所属城市：沧州企业网 盐山县 顺企编码：94796331",,,https://www.11467.com/qiye/94796331.htm
故城县青罕永泰帆布制品加工厂,中国河北衡水故城县青罕镇石西村邢德公路北侧,0318 - 15803383836,"防水帆布 , 货车篷布 , 防汛专用沙袋 , 承重吊装袋 , 防尘罩 , 加厚帆布 , 帆布工具包 , 定做尺寸 ",王文宇,13253226909,,,053000,集装袋公司,,,,,"法人名称：故城县青罕永泰帆布制品加工厂主要经营产品：防水帆布 , 货车篷布 , 防汛专用沙袋 , 承重吊装袋 , 防尘罩 , 加厚帆布 , 帆布工具包 , 定做尺寸 经营范围：帆布制品加工、销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）*经营状态：在业成立时间：2017年03月02日职员人数：11人注册资本：500 (万元)所属分类：集装袋公司所属城市：衡水企业网 故城县 故城县青罕镇顺企编码：52311018",,,https://www.11467.com/qiye/52311018.htm
东莞市莞之蓝纺织品有限公司,东莞 东莞市虎门镇宏发商业广场B022号,0769 - 85024999,"棉坯布 , 帆布 , 斜纹布 , 马丁布 , 提花布 , TC布 , 全涤帆布 , TC帆布 , 针织布 , 毛呢料 , 洗水帆布 , 印花布 , 贴胶帆布 , 上蜡帆布 , 磨毛布 ",蓝芳,13711874305,,,523000,5人,,,,有限责任公司(自然人独资),"法人名称：东莞市莞之蓝纺织品有限公司主要经营产品：棉坯布 , 帆布 , 斜纹布 , 马丁布 , 提花布 , TC布 , 全涤帆布 , TC帆布 , 针织布 , 毛呢料 , 洗水帆布 , 印花布 , 贴胶帆布 , 上蜡帆布 , 磨毛布 经营范围：销售：纺织品、布料、服装辅料、服装、服饰、网料、皮料、皮革、皮具、饰品、箱包、鞋、帽、五金塑胶制品；货物进出口、技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓营业执照号码：91441900MA4W6GNL8A发证机关：东莞市工商行政管理局经营状态：存续成立时间：2017年01月22日职员人数：5人注册资本：30 (万元)所属分类：棉类系列面料公司所属城市：东莞企业网 虎门镇 类型：有限责任公司(自然人独资)顺企编码：52305058",,,https://www.11467.com/qiye/52305058.htm
临沭县双星专卖店,山东省临沂市临沭县中山南路9-7号（三小门北旁）,13869980080,双星运动鞋 旅游鞋  排球鞋  足球鞋  网球鞋  篮球鞋 板鞋 帆布鞋 舞蹈鞋 老年休闲鞋  运动服饰  批发各种结婚用鞋,徐进东,13954971568,,,2388868181@qq.com,运动鞋公司,,,,,法人名称：临沭县双星专卖店主要经营产品：双星运动鞋 旅游鞋  排球鞋  足球鞋  网球鞋  篮球鞋 板鞋 帆布鞋 舞蹈鞋 老年休闲鞋  运动服饰  批发各种结婚用鞋经营状态：在业成立时间：2000年01月01日职员人数：4人注册资本：200000 (万元)店铺官网：http://http:linyi.11467.com/77130所属分类：运动鞋公司所属城市：临沂企业网 临沭县 临沭县临沭镇顺企编码：59910,,,https://www.11467.com/linyi/co/77130.htm
湖南怀化顺天塑业有限公司,湖南怀化井坪工业区 - ,0769-22772513,"PVC涂塑帆布 , PE彩条布 , 刀刮网布 , 军工帆布 , 汽车帆布 ",袁小姐,013414242084,,,xionlycn@126.com,怀化企业网,,,,,"法人名称：湖南怀化顺天塑业有限公司主要经营产品：PVC涂塑帆布 , PE彩条布 , 刀刮网布 , 军工帆布 , 汽车帆布 经营状态：在业成立时间：2000年04月01日职员人数：200人注册资本：500 (万元)所属分类：其他塑料制品公司所属城市：怀化企业网顺企编码：42061",,,https://www.11467.com/huaihua/co/20111.htm
北京世纪驰盛皮具有限公司,北京 北京市丰台区木樨园丹陛华北区66号,010-87252398,"公司主要生产外贸时装腰带 , 帆布带 , 编织带 , 五金带 , 真皮带 , 服装辅料 , 以其独特的构思和完美的设计 , 传递着时尚与传统的优雅与自由 , 描绘出奔放浪漫的休闲意境 , 力图在多彩多姿的皮具领域里代言品质生活的全新理念 ",郑长兴,15321086810,,,1427678133@qq.com,北京企业网 丰台区 丰台区丰台,,,,,"法人名称：北京世纪驰盛皮具有限公司主要经营产品：公司主要生产外贸时装腰带 , 帆布带 , 编织带 , 五金带 , 真皮带 , 服装辅料 , 以其独特的构思和完美的设计 , 传递着时尚与传统的优雅与自由 , 描绘出奔放浪漫的休闲意境 , 力图在多彩多姿的皮具领域里代言品质生活的全新理念 经营状态：在业成立时间：2004年06月01日职员人数：66人注册资本：100 (万元)所属分类：仿皮带公司所属城市：北京企业网 丰台区 丰台区丰台顺企编码：33798",,,https://www.11467.com/beijing/co/330903.htm
绍兴市磊磊纺织品有限公司,绍兴 绍兴市镜湖轻纺市场C区2楼18号,86 0575  88335480,"纱卡  ,  帆布  ,  府绸  ,  线绢  ,  纱绢  ,  线卡  , 防羽布 , 巴厘纱 , 高密斜 , 细斜纹 ,  贡缎  ,  平布  , 人字斜 ",王伟刚 ,13606550047,,,312000,2004年02月09日,,,,有限责任公司(自然人投资或控股),"法人名称：绍兴市磊磊纺织品有限公司主要经营产品：纱卡  ,  帆布  ,  府绸  ,  线绢  ,  纱绢  ,  线卡  , 防羽布 , 巴厘纱 , 高密斜 , 细斜纹 ,  贡缎  ,  平布  , 人字斜 经营范围：批发、零售：纺织原料及纺织品、服装。营业执照号码：330600000021776发证机关：绍兴市越城区市场监督管理局核准日期：2011-03-16经营状态：存续成立时间：2004年02月09日注册资本：人民币50万 (万元)所属分类：棉类系列面料公司所属城市：绍兴企业网类型：有限责任公司(自然人投资或控股)顺企编码：10349509商铺：http://shaoxing06607.11467.com/",,,https://www.11467.com/shaoxing/co/6607.htm
东莞市云龙嘉怡布料有限公司,广东省东莞市虎门镇人民北路博美合兴楼B栋四楼,86-076912345678,"珠丽纹 , 化纤布 , 斜纹布 , T/C布 , 山东绸（毛葛布） , 仿皮绒 , 色丁布 , 网布 , 里布 , 牛津布 , 无纺布 , 植绒布 , 印花布料 , 灯芯绒 , 提花布 , 佳积布 , 帆布 , 马丁布 , 边纶布108*58纯棉斜纹 , 133*72 , 130 ",洪巧燕,12345678910,,,yljy_caiwu@163.com,经销批发 [已实地认证],,,,化纤面料、里料公司,"法人名称：东莞市云龙嘉怡布料有限公司主要经营产品：珠丽纹 , 化纤布 , 斜纹布 , T/C布 , 山东绸（毛葛布） , 仿皮绒 , 色丁布 , 网布 , 里布 , 牛津布 , 无纺布 , 植绒布 , 印花布料 , 灯芯绒 , 提花布 , 佳积布 , 帆布 , 马丁布 , 边纶布108*58纯棉斜纹 , 133*72 , 130 经营范围：销售：布料、布料原材料、服装、服装辅料、服装饰品、五金制品。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓营业执照号码：441900000740100发证机关：东莞市工商行政管理局核准日期：2014-09-01经营状态：存续经营模式：经销批发 [已实地认证]成立时间：2010年02月25日职员人数：300人注册资本：100万元 (万元)所属分类：化纤面料、里料公司所属城市：东莞企业网 虎门镇 类型：有限责任公司(自然人独资)顺企编码：193457商铺：http://dongguan0494305.11467.com/",,,https://www.11467.com/dongguan/co/494305.htm
东莞龙谊纺织有限公司,东莞 东莞市虎门镇连升北路兴富大厦九楼,0769-85010988-803,"全棉牛仔布 , 弹力牛仔布 , 竹节牛仔布 , 丝光牛仔布 , 天丝牛仔布 , 印花牛仔布 , 棉布纱卡 , 印花棉布 , 帆布 , 灯芯绒 , 印花帆布 , 印花灯芯绒等 ",吕继生,13713434272,,,longyibl01@163.com,棉类系列面料公司,,,,,"法人名称：东莞龙谊纺织有限公司主要经营产品：全棉牛仔布 , 弹力牛仔布 , 竹节牛仔布 , 丝光牛仔布 , 天丝牛仔布 , 印花牛仔布 , 棉布纱卡 , 印花棉布 , 帆布 , 灯芯绒 , 印花帆布 , 印花灯芯绒等 经营状态：在业成立时间：2009年07月20日职员人数：200人注册资本：500 (万元)公司官网：http://longyibl3.cn.alibaba.com所属分类：棉类系列面料公司所属城市：东莞企业网 虎门镇 顺企编码：84247",,,https://www.11467.com/dongguan/co/399987.htm
广州派高皮具有限公司,广东省广州市白云区机场路联和东街1号云来大厦201室,86-02028990866,"主要涵盖产品:男女高档真皮皮带 , 头层仿古休闲皮带 , 企事业单位文化礼品腰带 , 各类环保皮革时装腰带 , 各类真皮皮件制品 , 时尚服饰腰带 , 编织腰带 , 军用腰带 , 帆布腰带 , 工艺饰品带 , 宠物带等款式达上千余款 ",蹇尚艳,13925094618,,,paikau@163.com,存续,,,,http://www.paikau.com,"法人名称：广州派高皮具有限公司主要经营产品：主要涵盖产品:男女高档真皮皮带 , 头层仿古休闲皮带 , 企事业单位文化礼品腰带 , 各类环保皮革时装腰带 , 各类真皮皮件制品 , 时尚服饰腰带 , 编织腰带 , 军用腰带 , 帆布腰带 , 工艺饰品带 , 宠物带等款式达上千余款 经营范围：皮革及皮革制品批发;服装批发;服装辅料批发;鞋批发;帽批发;箱、包批发;汽车零配件批发;五金产品批发;金属制品批发;灯具、装饰物品批发;家用电器批发;货物进出口（专营专控商品除外）;技术进出口;商品批发贸易（许可审批类商品除外）;服装零售;鞋零售;帽零售;箱、包零售;日用灯具零售;汽车零配件零售;五金零售;灯具零售;商品零售贸易（许可审批类商品除外）;(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓营业执照号码：914401115833604539发证机关：广州市工商行政管理局白云分局核准日期：2016-01-22经营期限：10年经营状态：存续经营模式：经销批发 [已实地认证]成立时间：2011年09月27日注册资本：50万 (万元)公司官网：http://www.paikau.com所属分类：腰带公司所属城市：广州企业网 越秀区 越秀区白云类型：有限责任公司(自然人投资或控股)顺企编码：21324",,,https://www.11467.com/qiye/21324.htm
湖州志其纺织品有限公司,湖州 湖州市八里店镇经七路东侧,0572-2596558,"主要是经营大量的坯布面料 , 全棉类的 , 灯芯绒类 , 帆布类 , 纱卡类 , 绸缎系列 , 里料和各种牛仔系列的面料 , 根据客户的不同需求来提供各种面料 , 欢迎前来洽谈！ ",相先生,13567229045,,,fangfang870217@126.com,50人,,,,湖州企业网 吴兴区 吴兴区八里店镇,"法人名称：湖州志其纺织品有限公司主要经营产品：主要是经营大量的坯布面料 , 全棉类的 , 灯芯绒类 , 帆布类 , 纱卡类 , 绸缎系列 , 里料和各种牛仔系列的面料 , 根据客户的不同需求来提供各种面料 , 欢迎前来洽谈！ 经营范围：纺织品及其原料（除蚕茧、棉花）、针织品、服装及辅料、鞋帽、日用品、机械设备（除汽车）、家用电器、电子产品的批发、零售。营业执照号码：330503000044787发证机关：湖州市吴兴区工商行政管理局经营状态：存续成立时间：2011年03月22日职员人数：50人注册资本：68万 (万元)公司官网：http://www.hzzhiqi.com所属分类：毛纺系列面料公司所属城市：湖州企业网 吴兴区 吴兴区八里店镇类型：私营有限责任公司(自然人控股或私营性质企业控股)顺企编码：47006",,,https://www.11467.com/huzhou/co/56161.htm
东莞市征服者户外用品有限公司,东莞 东莞市石排镇燕窝工业区 - ,13412538003,"帆布腰带 , 帆布皮带 , 军用腰带 , 警用腰带 , 警用皮带 , 户外皮带 , 户外腰带 , 军用皮带 ",钟钦房,13412538003,,,653005383@qq.com,生产加工,,,,织布腰带公司,"法人名称：东莞市征服者户外用品有限公司主要经营产品：帆布腰带 , 帆布皮带 , 军用腰带 , 警用腰带 , 警用皮带 , 户外皮带 , 户外腰带 , 军用皮带 经营范围：产销：户外用品、运动用品、服装、皮带。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓营业执照号码：441900000897412发证机关：东莞市工商行政管理局核准日期：2016-05-11经营状态：存续经营模式：生产加工成立时间：2010年09月16日职员人数：11人注册资本：3万元  (万元)所属分类：织布腰带公司所属城市：东莞企业网 石龙镇 类型：有限责任公司(自然人投资或控股)顺企编码：2531710商铺：http://dongguan0410674.11467.com/",,,https://www.11467.com/dongguan/co/410674.htm
浙江欧鼎国际贸易有限公司,温州 平阳经济开发区鞋业园区C区2幢,0577-63676060,"五金（合页 , 锁芯等） , 无纺布袋 , 编织袋 , 帆布棉布袋 , 折叠袋 , 牛津布袋 , 温袋 , 办公与家居用品 , 针纺织品 , 汽车零配件 , 工艺品 , 皮革 , 建筑材料 , 电子产品 , 服装等 ",南先生,15088905518,,,oumeijia@omejachina.com,50人,,,,温州企业网 平阳县 平阳县鳌江镇,"法人名称：浙江欧鼎国际贸易有限公司主要经营产品：五金（合页 , 锁芯等） , 无纺布袋 , 编织袋 , 帆布棉布袋 , 折叠袋 , 牛津布袋 , 温袋 , 办公与家居用品 , 针纺织品 , 汽车零配件 , 工艺品 , 皮革 , 建筑材料 , 电子产品 , 服装等 经营范围：经营进出口业务。营业执照号码：330326000070556发证机关：平阳县市场监督管理局经营状态：存续成立时间：2011年12月27日职员人数：50人注册资本：500万 (万元)公司官网：http://www.oudingchina.com/所属分类：合页、铰链公司所属城市：温州企业网 平阳县 平阳县鳌江镇类型：私营有限责任公司(自然人控股或私营性质企业控股)顺企编码：87865商铺：http://wenzhou0170333.11467.com/",,,https://www.11467.com/wenzhou/co/170333.htm
东莞市厚街菲凡打印耗材经营部,东莞 东莞市厚街镇沙塘村福祺工业区,86-076989979028,"pu皮革印花 , pvc皮革印花 , 真皮印花 , 人造皮革印花 , 纯棉帆布印花 , TPU , PVC仙度瑞拉印花 , 数码热转印印花 , 数码热升华墨水 , 数码印花设备 , PU , PVC皮革印花加工 , 纯棉印花加工 , 全棉布印花 ",陈骏,13798772768,,,523000,经销批发 [已实地认证],,,,皮革加工设备公司,"法人名称：东莞市厚街菲凡打印耗材经营部主要经营产品：pu皮革印花 , pvc皮革印花 , 真皮印花 , 人造皮革印花 , 纯棉帆布印花 , TPU , PVC仙度瑞拉印花 , 数码热转印印花 , 数码热升华墨水 , 数码印花设备 , PU , PVC皮革印花加工 , 纯棉印花加工 , 全棉布印花 经营范围：销售：打印耗材（不含危险化学品）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓营业执照号码：441900604758378发证机关：东莞市工商行政管理局核准日期：2012-04-25经营状态：存续经营模式：经销批发 [已实地认证]成立时间：2012年04月25日职员人数：100人注册资本：0万元  (万元)所属分类：皮革加工设备公司所属城市：东莞企业网 厚街镇 类型：个体户顺企编码：2586536商铺：http://dongguan0491841.11467.com/",,,https://www.11467.com/dongguan/co/491841.htm
保定白沟新城树彬箱包销售部,保定 白沟镇北环路和道国际箱包皮具交易中心七区076-2号,13331267812,"箱包 , 帆布包 ,  帆布 ",张海兵,13331267812,,,074004,11人,,,,19503306,"法人名称：保定白沟新城树彬箱包销售部主要经营产品：箱包 , 帆布包 ,  帆布 经营范围：销售；箱包*营业执照号码：130611600100926发证机关：白沟新城工商行政管理局经营状态：存续（在营、开业、在册）成立时间：2013年11月20日职员人数：11人所属分类：布类包装材料公司所属城市：保定企业网类型：个体顺企编码：19503306商铺：http://19503306.b2b.11467.com/",,,https://www.11467.com/qiye/19503306.htm
深圳市久质帆布有限公司,深圳 深圳市宝安区西乡街道铁岗居委会益成工业园A栋1楼D区4号,13380786961,"防水帆布 , 防火布 ,  帐篷 ",邱量,13590332908,,,837672788@qq.com,2013年08月06日,,,,深圳企业网 宝安区 宝安区西乡,"法人名称：深圳市久质帆布有限公司主要经营产品：防水帆布 , 防火布 ,  帐篷 经营范围：帆布、塑胶制品、五金制品的设计、研发及销售；国内贸易；货物及技术进出口。帆布、塑胶制品、五金制品的生产。营业执照号码：440306107730355发证机关：深圳市市场监督管理局核准日期：2013-08-06经营状态：存续成立时间：2013年08月06日职员人数：51人注册资本：20万元人民币 (万元)所属分类：安防其他未分类公司所属城市：深圳企业网 宝安区 宝安区西乡类型：有限责任公司顺企编码：19489168商铺：http://shenzhen0846898.11467.com/",,,https://www.11467.com/shenzhen/co/846898.htm
