公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,详细信息,来源网站,记录时间,_url
抚顺天宇滤材有限公司,抚顺 抚顺经济开发区顺大街 - ,86-0413-8309835,"涤纶针过滤毡 ,  防静电针刺过滤毡  ,  拒水防油针刺过滤毡  ,  覆膜针刺过滤毡  ,  精细过滤针刺过滤毡 ",陈凤利,13050152205,,,fs_tianyu@163.com,存续（在营、开业、在册）,,,,http://www.tianyu-filter.com,"法人名称：抚顺天宇滤材有限公司主要经营产品：涤纶针过滤毡 ,  防静电针刺过滤毡  ,  拒水防油针刺过滤毡  ,  覆膜针刺过滤毡  ,  精细过滤针刺过滤毡 经营范围：过滤袋、工业用毡、工业用布、过滤材料、除尘设备及配件生产、制造、安装；废旧除尘布袋回收和处理；咨询服务、工程管理；针纺织品、钢材、建筑材料、化工产品（除易燃易爆危险品）销售；经营货物及技术进出口；纺织材料的生产和销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动。营业执照号码：91210400747119042J发证机关：抚顺市工商行政管理局核准日期：2016-04-13经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2003年03月18日职员人数：100人注册资本：6000               万人民币 (万元)公司官网：http://www.tianyu-filter.com所属分类：非织造及工业用布公司所属城市：抚顺企业网类型：有限责任公司(自然人投资或控股)顺企编码：3316170商铺：http://fushun027520.11467.com/",,,https://www.11467.com/fushun/co/27520.htm
成都市宏联织带厂,成都 成都市成华区龙潭寺东路249号,028-84204869,"纺织带 , PP带 , 包边带 , 床垫包边带 , 有色丝 ,  丙纶床垫包边带  ,  涤纶床垫包边带  , 纯棉织带 ",罗国勋 ,15928093875,,,294470337@qq.com,存续（在营、开业、在册）,,,,成都企业网 成华区 成华区龙潭,"法人名称：成都市宏联织带厂主要经营产品：纺织带 , PP带 , 包边带 , 床垫包边带 , 有色丝 ,  丙纶床垫包边带  ,  涤纶床垫包边带  , 纯棉织带 经营范围：生产，加工，销售：带、线、绳纺织品（以上项目不含法律、法规和国务院决定的前置审批项目，需取得许可证的取得许可证后方可经营）。营业执照号码：91510108730239072J发证机关：成华市场和质量监督管理局核准日期：2015-12-17经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2001年09月05日注册资本：无需验资 (万元)所属分类：棉类系列面料公司所属城市：成都企业网 成华区 成华区龙潭类型：普通合伙企业顺企编码：1563286商铺：http://chengdu0134345.11467.com/",,,https://www.11467.com/chengdu/co/134345.htm
杭州恩本纺织品有限公司,杭州 杭州-萧山-衙前-项漾工业园,0086-057182796007,"纺织品 , 涤纶丝 ,  棉纱  , 窗帘布 , 服装面料 ,  毯子  , 家纺面料 , 阻燃面料 , 绣花面料 , 麂皮绒 ",周军,008613757574640,,,inflightlinen@gmail.com,存续,,,,50 万元人民币 (万元),"法人名称：杭州恩本纺织品有限公司主要经营产品：纺织品 , 涤纶丝 ,  棉纱  , 窗帘布 , 服装面料 ,  毯子  , 家纺面料 , 阻燃面料 , 绣花面料 , 麂皮绒 经营范围：一般经营项目：经销：纺织品、服装及辅料、床上用品、鞋帽、轻纺产品及原料、针织品、绣品、纱线、工艺品，货物及技术进出口业务，其他无需报经审批的合法项目**营业执照号码：91330109555165116U发证机关：杭州市萧山区工商行政管理局核准日期：2016-03-01经营期限：10年经营状态：存续经营模式：生产加工成立时间：2010年05月20日职员人数：5人注册资本：50 万元人民币 (万元)公司官网：http://www.hzenb.com 所属分类：毛毯公司所属城市：杭州企业网 萧山区 萧山区衙前镇类型：私营有限责任公司(自然人控股或私营性质企业控股)顺企编码：23744",,,https://www.11467.com/hangzhou/co/217002.htm
苍南县蓝格箱包厂,保定 苍南县钱库镇倪处村234号,86-057764463111,"无纺布袋 , 围裙 , 涤纶袋 , 保温袋 , 牛津布袋 , 棉布袋 , 西服套 , pp编织袋 , 旅行包 ",项小霞,13566130168,,,325804,2010年11月08日,,,,保定企业网,"法人名称：苍南县蓝格箱包厂主要经营产品：无纺布袋 , 围裙 , 涤纶袋 , 保温袋 , 牛津布袋 , 棉布袋 , 西服套 , pp编织袋 , 旅行包 经营范围：箱包加工营业执照号码：330327602008786发证机关：苍南县市场监督管理局经营状态：注销经营模式：生产加工 [已实地认证]成立时间：2010年11月08日职员人数：51人注册资本：0万元  (万元)所属分类：服饰箱包五金公司所属城市：保定企业网类型：个体工商户顺企编码：534745商铺：http://baoding091508.11467.com/",,,https://www.11467.com/baoding/co/91508.htm
河北石家庄名基物资回收公司,河北石家庄市中山路东尚国际 - ,13081032333,"碎布 , 抹布 , 擦机布 , 边角布 , 废布 , 布块 , 劳保用品 , 清洁用品 , 无尘布 , 布碎 , 布条 , 刀口布 , 开花料 , 下角料 , 废纱 , 抺机布 , 工业手套 , 防护口罩 , 布头 , 回丝  拉丝 涤纶 化纤 等材料制品等 ",彭,13081032333,,,yuyeer8800@163.com,服装加工公司,,,,,"法人名称：河北石家庄名基物资回收公司主要经营产品：碎布 , 抹布 , 擦机布 , 边角布 , 废布 , 布块 , 劳保用品 , 清洁用品 , 无尘布 , 布碎 , 布条 , 刀口布 , 开花料 , 下角料 , 废纱 , 抺机布 , 工业手套 , 防护口罩 , 布头 , 回丝  拉丝 涤纶 化纤 等材料制品等 经营状态：在业成立时间：2012年01月11日职员人数：2人注册资本：500 (万元)公司官网：http://user.qzone.qq.com/64002762所属分类：服装加工公司所属城市：石家庄企业网 桥西区 桥西区中山路顺企编码：41691",,,https://www.11467.com/shijiazhuang/co/107970.htm
深圳市金奔腾电子科技有限公司,深圳 深圳市龙华新区龙华街道和平东路振华工业园B栋3栋北,18676739732,"电解电容 , 涤纶电容 , 瓷片电容 , 独石电容 , CBB电容 , 安规电容 , 高压陶瓷电容 , 插件电容 , 电容 ",聂蒙,13928447833,,,85752577@qq.com,存续,,,,深圳企业网 宝安区 宝安区龙华,"法人名称：深圳市金奔腾电子科技有限公司主要经营产品：电解电容 , 涤纶电容 , 瓷片电容 , 独石电容 , CBB电容 , 安规电容 , 高压陶瓷电容 , 插件电容 , 电容 经营范围：电容器、电子产品的技术开发与销售；国内贸易；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外，法律、行政法规限制的项目须取得许可后方可经营）^；营业执照号码：440301106270632发证机关：深圳市市场监督管理局核准日期：2015-02-03经营期限：10年经营状态：存续成立时间：2012年05月28日职员人数：201人所属分类：电子元件公司所属城市：深圳企业网 宝安区 宝安区龙华类型：有限责任公司顺企编码：11193675商铺：http://shenzhen0810669.11467.com/",,,https://www.11467.com/shenzhen/co/810669.htm
义乌市楠翔织带厂,中国 浙江 金华 义乌市 童店一区5幢6号301 ,86-057981585626,"织带 , 发夹 , 蝴蝶结 , 缎带 , 涤纶带 , 头饰 , 服装辅料织带 , 发饰蝴蝶结 , 印花缎带 , 涤纶带织带 , 涤纶织带 , 蝴蝶结发夹 , 缎带蝴蝶结 , 彩色缎带 , 金边涤纶带 , 罗纹织带 , 韩版发夹 , 韩版头饰 , 丝带缎带 , 罗纹涤纶带 ",徐礼水,18757800578,,,322000,51人,,,,6570493,"法人名称：义乌市楠翔织带厂主要经营产品：织带 , 发夹 , 蝴蝶结 , 缎带 , 涤纶带 , 头饰 , 服装辅料织带 , 发饰蝴蝶结 , 印花缎带 , 涤纶带织带 , 涤纶织带 , 蝴蝶结发夹 , 缎带蝴蝶结 , 彩色缎带 , 金边涤纶带 , 罗纹织带 , 韩版发夹 , 韩版头饰 , 丝带缎带 , 罗纹涤纶带 经营范围：加工：织带（不含染色）营业执照号码：330782601204534经营状态：在业经营模式：经销批发 [已实地认证]成立时间：2012年09月14日职员人数：51人注册资本：0万元  (万元)所属分类：纺织带和帘子布厂黄页所属城市：金华企业网 义乌市 顺企编码：6570493商铺：http://jinhua0138669.11467.com/",,,https://www.11467.com/jinhua/co/138669.htm
绍兴市柯桥区畅联纺织品有限公司,中国 浙江 绍兴 柯桥中国轻纺城东升路市场C区2楼D-116号 ,86 0575 85568360,"针织烫金 , 全棉烫金 , 舞台表演服面料 , 经编涤纶布 , 纬编涤纶布 ",王鑫娟,13867540520,,,shop1394038653713,存续,,,,纺织业黄页,"法人名称：绍兴市柯桥区畅联纺织品有限公司主要经营产品：针织烫金 , 全棉烫金 , 舞台表演服面料 , 经编涤纶布 , 纬编涤纶布 经营范围：一般经营项目：批发、零售：针纺织品、轻纺原料；货物进出口（法律、行政法规禁止的除外）。营业执照号码：91330621090986319H发证机关：绍兴市柯桥区工商行政管理局核准日期：2016-09-22经营期限：10年经营状态：存续成立时间：2014年01月14日职员人数：51人注册资本：20 万元人民币 (万元)所属分类：纺织业黄页所属城市：绍兴企业网 绍兴县 绍兴县柯桥类型：一人有限责任公司（自然人独资）顺企编码：21741260商铺：http://shaoxing0135979.11467.com/",,,https://www.11467.com/shaoxing/co/135979.htm
天台海蓝过滤布厂,台州 天台县平桥镇圣泉南路8号,86 0576 83668800,"棉坯布 , 涤纶 , 丙纶 , 洗煤板框滤布 , 防火除尘袋 , 各种工业用布 , 工业专用过滤布 , 加工离心机滤布袋 , 建材离心机滤袋 , 防静电除尘袋 , 板框过滤布 , 除尘工业用布 , 丙纶离心机滤布袋 , 尼龙单丝过滤袋 , 除尘袋 , 滤袋 , 离心机滤袋 , 板框滤布 , 工业用布 , 滤布 ",丁敏锐,13566695151,,,shop1407171657428,51人,,,,21739062,"法人名称：天台海蓝过滤布厂主要经营产品：棉坯布 , 涤纶 , 丙纶 , 洗煤板框滤布 , 防火除尘袋 , 各种工业用布 , 工业专用过滤布 , 加工离心机滤布袋 , 建材离心机滤袋 , 防静电除尘袋 , 板框过滤布 , 除尘工业用布 , 丙纶离心机滤布袋 , 尼龙单丝过滤袋 , 除尘袋 , 滤袋 , 离心机滤袋 , 板框滤布 , 工业用布 , 滤布 经营范围：滤布、筛网制造、销售。营业执照号码：331023000042866发证机关：天台县工商行政管理局经营状态：存续成立时间：2013年03月05日职员人数：51人所属分类：离心机公司所属城市：台州企业网 天台县 天台县平桥镇类型：个人独资企业顺企编码：21739062商铺：http://taizhou0160088.11467.com/",,,https://www.11467.com/taizhou/co/160088.htm
苏州达斯特环保科技有限公司,江苏苏州市高新区马运路298号,86 0512 69329289,"除尘布袋 , 袋笼骨架 , 电磁脉冲阀 , 滤袋 , 脉冲控制仪 , 普通涤纶布袋 , 中温米特除尘布袋 , 玻纤毡滤袋 , 氟美斯滤袋 , 美塔斯除尘布袋 , PPS滤袋 , P84除尘滤袋 , PTFE除尘滤袋 , 高温混纺滤袋 , 玄武岩除尘布袋 , 水过滤过滤袋 , PP过滤袋 , 洗煤厂专用滤袋 , PE过滤袋 , 尼龙过滤袋 ",李海波,15371899555,,,szdustfilter,生产厂家,,,,空气净化设备公司,"法人名称：苏州达斯特环保科技有限公司主要经营产品：除尘布袋 , 袋笼骨架 , 电磁脉冲阀 , 滤袋 , 脉冲控制仪 , 普通涤纶布袋 , 中温米特除尘布袋 , 玻纤毡滤袋 , 氟美斯滤袋 , 美塔斯除尘布袋 , PPS滤袋 , P84除尘滤袋 , PTFE除尘滤袋 , 高温混纺滤袋 , 玄武岩除尘布袋 , 水过滤过滤袋 , PP过滤袋 , 洗煤厂专用滤袋 , PE过滤袋 , 尼龙过滤袋 经营范围：研发、生产、销售、安装、维修：环保设备、除尘设备及其配件、五金制品、机械设备及配件、阀门；销售：过滤材料、无尘布、工业用除尘布袋、机电设备、电子数码产品、劳保用品、计算机软硬件及周边产品、家用电器、监控设备、安防设备；机电安装工程及维修、建筑安装工程、绿化工程、装饰装潢工程；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：320512000227990发证机关：苏州高新区（虎丘区）市场监督管理局核准日期：2014-12-25经营状态：在业经营模式：生产厂家成立时间：2014年12月25日职员人数：51人注册资本：100万元 (万元)所属分类：空气净化设备公司所属城市：苏州企业网类型：有限责任公司(自然人独资)顺企编码：23355339商铺：http://suzhou0400451.11467.com/",,,https://www.11467.com/suzhou/co/400451.htm
徐州市尚诚纺织品有限公司,徐州 江苏铜山县利国镇 - ,86 0516 87055557,"土工布 , 无妨过滤布 , 床垫毡等 , 涤纶短纤 , 床垫毡 , 家具毡 , 保温毡 ",高广涛,13776783121,,,xzscfzp,23352985,,,,,"法人名称：徐州市尚诚纺织品有限公司主要经营产品：土工布 , 无妨过滤布 , 床垫毡等 , 涤纶短纤 , 床垫毡 , 家具毡 , 保温毡 经营状态：在业成立时间：2014年04月04日职员人数：11人所属分类：滤布公司所属城市：徐州企业网 铜山县 铜山县铜山镇顺企编码：23352985商铺：http://xuzhou091955.11467.com/",,,https://www.11467.com/xuzhou/co/91955.htm
慈溪市吉鸿达化纤纺织有限公司,宁波 慈溪经济开发区杭州湾新区纺织园区,0574-63070577,"涤纶加弹丝 , 涤纶DTY , 涤纶加工丝 ",林先生,13738813230,,,cflin_7@hotmail.com,渔业黄页,,,,,"法人名称：慈溪市吉鸿达化纤纺织有限公司主要经营产品：涤纶加弹丝 , 涤纶DTY , 涤纶加工丝 经营范围：POY丝、DTY丝、针纺织制品制造、加工；化学纤维、纺织品批发、零售；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外。营业执照号码：330218000003885发证机关：宁波市市场监督管理局杭州湾新区分局经营状态：存续成立时间：2002年04月30日所属分类：渔业黄页所属城市：宁波企业网 慈溪市 类型：私营有限责任公司(自然人控股或私营性质企业控股)顺企编码：76584",,,https://www.11467.com/ningbo/co/34523.htm
潍坊市金双王防水材料有限公司,潍坊 山东省寿光市台头镇工业园区,13280719188,"高分子自粘胶膜 , PVC卷材 , 丙纶 , 涤纶 , TPO卷材 , 建筑胶粉 ",隋经理,13280719188,,,shuangwangfangshui@126.com,生产厂家,,,,防水、防潮材料公司,"法人名称：潍坊市金双王防水材料有限公司主要经营产品：高分子自粘胶膜 , PVC卷材 , 丙纶 , 涤纶 , TPO卷材 , 建筑胶粉 经营范围：生产、销售：防水建筑材料；销售：涂料（不含油漆）、橡胶制品、塑料制品、五金产品、建材、建筑装饰材料；承揽：建筑防水工程（依法须经批准的项目，经相关部门批准后方可开展经营活动***营业执照号码：91370783MA3C8D5K89发证机关：寿光市市场监督管理局核准日期：2016-04-01经营状态：在营经营模式：生产厂家成立时间：2016年03月31日职员人数：51人注册资本：200万元人民币 (万元)所属分类：防水、防潮材料公司所属城市：潍坊企业网 寿光市 寿光市台头镇类型：有限责任公司(自然人投资或控股)顺企编码：44586247商铺：http://44586247.b2b.11467.com/",,,https://www.11467.com/qiye/44586247.htm
青岛岁林工贸有限公司,青岛 城阳区阜成路中段 - ,0532-87754956,"缝纫线 , 棉线 , 邦迪线 , 涤纶线 , 魔术贴 , 松紧带 ",刘生,15192557890,,,278019779@qq.com,2006年01月13日,,,,有限责任公司(自然人投资或控股),"法人名称：青岛岁林工贸有限公司主要经营产品：缝纫线 , 棉线 , 邦迪线 , 涤纶线 , 魔术贴 , 松紧带 经营范围：一般经营项目:加工、销售：缝纫线、毛粘、松紧带、箱包辅料；货物进出口（法律、行政法规禁止的项目除外，法律、行政法规限制的项目应取得许可证方可经营）。（以上范围需经许可经营的，须凭许可证经营）。营业执照号码：370214228043840发证机关：青岛市城阳区工商行政管理局核准日期：2011-01-30经营状态：在营成立时间：2006年01月13日注册资本：50万元人民币 (万元)所属分类：纱线公司所属城市：青岛企业网 城阳区 城阳区城阳类型：有限责任公司(自然人投资或控股)顺企编码：39668498商铺：http://39668498.b2b.11467.com/",,,https://www.11467.com/qiye/39668498.htm
杭州舟尼电子有限公司,浙江杭州市拱墅区杭州电子市场1B115号 ,86 0571 89901115,"高低压CBB电容 , 钽电容 , 安规电容 , 电解电容 , 高低压涤纶电容 , 集成电路 , 晶振 , 启动电容 , 压敏电阻 , 二 , 三极管 , 桥堆 , 校正电容 , 法拉电容 , 陶瓷电容 , 贴片元器件 ",方秋英,13516810090,,,shop1436806961033,存续,,,,50 万元人民币 (万元),"法人名称:杭州舟尼电子有限公司主要经营产品:高低压CBB电容 , 钽电容 , 安规电容 , 电解电容 , 高低压涤纶电容 , 集成电路 , 晶振 , 启动电容 , 压敏电阻 , 二 , 三极管 , 桥堆 , 校正电容 , 法拉电容 , 陶瓷电容 , 贴片元器件 经营范围:许可经营项目:无  
						一般经营项目:电子产品、电脑配件的销售,(上述经营范围应在《市场名称登记证》有效的营业期限内经营)。营业执照号码:91330105583215352T发证机关:杭州市拱墅区市场监督管理局核准日期:2015-11-05经营期限:10年经营状态:存续经营模式:生产厂家成立时间:2011年10月13日职员人数:11人注册资本:50 万元人民币 (万元)所属分类:热敏电阻器公司所属城市:杭州企业网 拱墅区 类型:私营有限责任公司(自然人控股或私营性质企业控股)顺企编码:23939594商铺:http://hangzhou0493117.11467.com/",,,https://www.11467.com/hangzhou/co/493117.htm
