公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,详细信息,来源网站,记录时间,_url
东莞网信服技术有限公司,东莞 东莞常平大和百货5楼 - ,15992794267,"深信服VPN , 迅博VPN , 网康VPN , 中深同德行为设备 ",周生,15992794267,,,344901048@QQ.com,网络测试设备公司,,,,,"法人名称：东莞网信服技术有限公司主要经营产品：深信服VPN , 迅博VPN , 网康VPN , 中深同德行为设备 经营状态：在业成立时间：2009年06月15日职员人数：1人注册资本：100 (万元)公司官网：http://www.dg-vpn.com所属分类：网络测试设备公司所属城市：东莞企业网顺企编码：60655商铺：http://dongguan0413515.11467.com/",,,https://www.11467.com/dongguan/co/413515.htm
武汉讯驰科技有限公司,武汉 武汉市江汉区江汉四路科技王广场一楼108号,02782778668,"对讲机 , 全国对讲机 , 易信对讲机 , 北峰对讲机 , 摩托罗拉对讲机 , 科立讯对讲机 , 海能达对讲机 , 对讲机批发 , 公网对讲机 , 对讲机出租 , 对讲机维修 , 监控摄像头 , 大华监控 , 海康威视监控摄像头 , 无线监控摄像头 , 执法记录仪 , 呼叫器 , 扩音器 , 智能监控 , 报警器 , 无线对讲通讯工程 , 专网通信工程 , 安防监控系统工程 , 对讲机售后维修服务中心 , 专业无线通信系统解决方案供应商 ",杨经理,13986002688,,,symchi@163.com,600 (万元),,,,95695638,"法人名称：武汉讯驰科技有限公司主要经营产品：对讲机 , 全国对讲机 , 易信对讲机 , 北峰对讲机 , 摩托罗拉对讲机 , 科立讯对讲机 , 海能达对讲机 , 对讲机批发 , 公网对讲机 , 对讲机出租 , 对讲机维修 , 监控摄像头 , 大华监控 , 海康威视监控摄像头 , 无线监控摄像头 , 执法记录仪 , 呼叫器 , 扩音器 , 智能监控 , 报警器 , 无线对讲通讯工程 , 专网通信工程 , 安防监控系统工程 , 对讲机售后维修服务中心 , 专业无线通信系统解决方案供应商 经营范围：长期营业执照号码：91420102MA4KUQBA9Q经营状态：在业经营模式：对讲机批发，无线监控摄像头成立时间：2015年03月02日注册资本：600 (万元)公司官网：http://www.symchi.com所属分类：对讲机公司所属城市：武汉企业网顺企编码：95695638",,,https://www.11467.com/qiye/95695638.htm
广州鳌欣教育科技有限公司成都分公司,成都 成都市青羊区二环路西二段87号1栋5层9号,13550338296,"选校网 , 四川选校网 , 成都驾校 ",伍老师,13550338296,,,cdxuanxiao@163.com,服务,,,,成都企业网 成华区 ,"法人名称：广州鳌欣教育科技有限公司成都分公司主要经营产品：选校网 , 四川选校网 , 成都驾校 经营范围：研究和试验发展(具体经营项目请登录广州市商事主体信息公示平台查询)。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。营业执照号码：91510105350480673X发证机关：青羊区市场和质量监督管理局核准日期：2016-06-22经营状态：存续（在营、开业、在册）经营模式：服务成立时间：2015年07月13日公司官网：http://www.ccjx88.cn所属分类：其他未列明的教育黄页所属城市：成都企业网 成华区 类型：有限责任公司分公司(自然人投资或控股)顺企编码：26097572商铺：http://chengdu0287591.11467.com/",,,https://www.11467.com/chengdu/co/287591.htm
淮安宏鹏地板,淮安 淮安市博德五金建材家居广场B15幢23-25号,051786298007,"淮安工程地板批发淮安0.8工程地板淮安1.2工程地板批发中心！！本信息来源于百姓网baixing.com
来样可以定制各种花色  , 仓储式销售！！！样品多 , 货物淮安齐全 , 价格淮安市场低 , 质量有保证 ",宏鹏小猪,13770479288,,,524982119@qq.com,家居用品代理加盟公司,,,,,"法人名称：淮安宏鹏地板主要经营产品：淮安工程地板批发淮安0.8工程地板淮安1.2工程地板批发中心！！本信息来源于百姓网baixing.com
来样可以定制各种花色  , 仓储式销售！！！样品多 , 货物淮安齐全 , 价格淮安市场低 , 质量有保证 经营状态：在业成立时间：2009年05月09日职员人数：100人注册资本：500 (万元)单位官网：http://www.hongpengcn.cn所属分类：家居用品代理加盟公司所属城市：淮安企业网顺企编码：58424商铺：http://huaian041262.11467.com/",,,https://www.11467.com/huaian/co/41262.htm
安平县萧远丝网制品有限公司,河北省衡水市安平县义里村村南200米处,0318-13132411573,"烧烤网 , 护栏网 , 鸡笼网 , 铁丝 , 网格布 ",安铁昌,13132411573,,,656057208@qq.com,5人,,,,有限责任公司(自然人独资),"法人名称：安平县萧远丝网制品有限公司主要经营产品：烧烤网 , 护栏网 , 鸡笼网 , 铁丝 , 网格布 经营范围：生产、销售：丝网制品、烧烤网、铁丝、护栏网、电焊网、网片、勾花网、六角网、刺绳、边坡防护网、防风抑尘网、不锈钢网；销售：金属线材、塑料制品（医用塑料除外）、五金制品、钢材、建材（木材除外）及进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91131125MA07R8W65L发证机关：衡水市安平县工商行政管理局经营状态：存续（在营、开业、在册）成立时间：2016年05月30日职员人数：5人注册资本：100 (万元)所属分类：烧烤网公司所属城市：衡水企业网 安平县 类型：有限责任公司(自然人独资)顺企编码：52302675",,,https://www.11467.com/qiye/52302675.htm
北京旭达软通科技有限公司,北京 北京市通州区新华大街万达广场C座,010-56442943,"技术推广服务 , 软件开发 , 经济信息咨询（不含中介） , 设计 , 制作 , 代理 , 发布广告 , 会议服务 , 承办展览展示 , 组织文化艺术交流活动（不含演出） , 摄影服务 , 销售计算机 , 软件及辅助设备 , 第二类增值电信业务中的信息服务业务（不含固定网电话信息服务和互联网信息服务）。（企业依法自主选择经营项目 , 开展经营活动 , ... ",旭达软通,13331107572,,,414381926@qq.com,20人,,,,北京企业网 通州区 通州区新华,"法人名称：北京旭达软通科技有限公司主要经营产品：技术推广服务 , 软件开发 , 经济信息咨询（不含中介） , 设计 , 制作 , 代理 , 发布广告 , 会议服务 , 承办展览展示 , 组织文化艺术交流活动（不含演出） , 摄影服务 , 销售计算机 , 软件及辅助设备 , 第二类增值电信业务中的信息服务业务（不含固定网电话信息服务和互联网信息服务）。（企业依法自主选择经营项目 , 开展经营活动 , ... 经营范围：技术推广、技术服务、技术开发、技术转让、技术咨询；基础软件服务；软件开发；经济信息咨询（不含中介）；设计、制作、代理、发布广告；会议服务；承办展览展示；组织文化艺术交流活动（不含演出）；摄影服务；销售计算机软硬件及辅助设备、机械设备、通讯器材。（企业依法自主选择经营项目，开展经营活动；...营业执照号码：91110106MA008BRY0P发证机关：丰台分局经营状态：在业成立时间：2016年09月18日职员人数：20人注册资本：1000 (万元)公司官网：http://www.bjxdrt.cn所属分类：短信系统公司所属城市：北京企业网 通州区 通州区新华类型：有限责任公司(自然人独资)顺企编码：82084000商铺：http://82084000.b2b.11467.com/",,,https://www.11467.com/qiye/82084000.htm
河北云腾环保科技有限公司,衡水 河北深州兵曹乡西午村工业区,0318-3600019,"声屏障系列 , 护栏网系列等 ",李萌,15028777267,,,1606345121@qq.com,2015年11月25日,,,,有限责任公司,"法人名称：河北云腾环保科技有限公司主要经营产品：声屏障系列 , 护栏网系列等 经营范围：节能环保工程技术开发，声屏障、消声器、消声百叶窗、吸隔声板、隔声门、隔声窗、消声室、天声气增压机隔声罩、隔声间、柴油机隔声罩、护栏网、隔离栅、市政围栏、铁艺围栏、刺铁丝、防护栅栏、建筑网片、电焊网生产、销售、安装，本企业自产的上述产品及技术出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91131182MA07LAEB4G发证机关：衡水市深州市工商行政管理局核准日期：2016-06-03经营状态：存续（在营、开业、在册）成立时间：2015年11月25日注册资本：1570 (万元)所属分类：环保公司所属城市：衡水企业网 深州市 深州市兵曹乡类型：有限责任公司顺企编码：23827561商铺：http://hengshui071390.11467.com/",,,https://www.11467.com/hengshui/co/71390.htm
四川易吉贝信息科技有限公司,成都 成华区龙潭工业园成致路6号29栋2单元,028-83135501,"聚合支付 , 二维码支付 , 在线支付 , 网关支付 , 快捷支付 , 各种支付系统开发。 ",林海锋,13705944744,,,124203652@qq.com,300 (万元),,,,52507144,"法人名称：四川易吉贝信息科技有限公司主要经营产品：聚合支付 , 二维码支付 , 在线支付 , 网关支付 , 快捷支付 , 各种支付系统开发。 经营范围：计算机软硬件的技术开发、技术咨询、技术转让、技术服务；商务信息咨询；设计、制作、代理、发布国内各类广告；计算机系统集成；销售：日用百货、电子产品、通讯设备及配件（不含无线电发射设备）、钢材、建辅建材；货物及技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。经营状态：在业经营模式：生产、销售成立时间：2017年11月14日职员人数：2人注册资本：300 (万元)公司官网：http://www.yijibei.com/所属分类：计算机系统服务业黄页所属城市：成都企业网 成华区 成华区龙潭顺企编码：52507144商铺：http://52507144.b2b.11467.com/",,,https://www.11467.com/qiye/52507144.htm
永诚恒易网络科技股份有限公司,甘肃省兰州市七里河区西津西路16号兰州中心写字楼27层,(0931)4007770999,"化盟网化工行业资讯 , 数据存储和处理 , 化盟网互联网平台销售 , 自营及进出口贸易 , 化盟物流 , 化盟网云仓储管理 ",化盟网,13609329981,,,321852508@qq.com,数据处理黄页,,,,,"法人名称：永诚恒易网络科技股份有限公司主要经营产品：化盟网化工行业资讯 , 数据存储和处理 , 化盟网互联网平台销售 , 自营及进出口贸易 , 化盟物流 , 化盟网云仓储管理 经营状态：在业成立时间：2019年02月28日职员人数：500人注册资本：10000 (万元)公司官网：http://www.hm-w.com所属分类：数据处理黄页所属城市：兰州企业网顺企编码：94664894商铺：http://94664894.b2b.11467.com/",,,https://www.11467.com/qiye/94664894.htm
宁津凯鑫机械设备有限公司,山东省德州市宁津县大祁工业园 - ,13706392677,玻璃网带 食品网链 链板 链条 链轮 输送机 提升机 转弯机 烘干机 清洗机,刘凯,13165343788,,,13165343788@163.com,500 (万元),,,,95702747,法人名称：宁津凯鑫机械设备有限公司主要经营产品：玻璃网带 食品网链 链板 链条 链轮 输送机 提升机 转弯机 烘干机 清洗机经营范围：网带 链条 链板链轮 输送机械及配件 烘干机械及配件 玻璃机械及配件 清洗机械及配件 不锈钢制品生产 销售及相关产品的进出口业务经营状态：在业经营模式：生产销售服务成立时间：2019年11月08日职员人数：20人注册资本：500 (万元)公司官网：http://www.kxwljx.com所属分类：输送机公司所属城市：德州企业网顺企编码：95702747商铺：http://95702747.b2b.11467.com/,,,https://www.11467.com/qiye/95702747.htm
天津天康金属制品有限公司,天津 天津市静海区团泊新城张家房子,022-68509867,金属网,13821634532,13502012440,,,1341790461@qq.com,存续,,,,金属制品业黄页,法人名称：天津天康金属制品有限公司主要经营产品：金属网经营范围：生产、加工、销售建筑金属制品、冷轧带肋钢筋、焊网、编织网、围栏网、包纸铁丝、调直丝、排钉及围栏网的安装***营业执照号码：91120223724477429B发证机关：天津市市场和质量监督管理委员会核准日期：2016-01-29经营期限：10年经营状态：存续成立时间：2000年10月11日职员人数：40人注册资本：10 (万元)所属分类：金属制品业黄页所属城市：天津企业网类型：有限责任公司(台港澳与境内合资)顺企编码：18737640,,,https://www.11467.com/tianjin/co/103871.htm
深圳市联瑞电子有限公司,深圳 深圳市宝安区福永街道白石厦社区新塘工业区C4栋第三层,(0755),"PCI网卡 , PCI-E网卡 , 光纤网卡 , 服务器网卡 , POE网卡 , 国产网卡 , FPGA智能网卡 , 夹层卡 , 防雷网卡 ",胡沅丽,13537856263,,,lr032@lr-link.com.cn,存续,,,,有限责任公司（自然人独资）,"法人名称：深圳市联瑞电子有限公司主要经营产品：PCI网卡 , PCI-E网卡 , 光纤网卡 , 服务器网卡 , POE网卡 , 国产网卡 , FPGA智能网卡 , 夹层卡 , 防雷网卡 经营范围：电子产品、计算机周边产品、通信产品、自动控制设备的技术开发与销售；国内贸易。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外）^电子产品、计算机周边产品、通信产品、自动控制设备的生产。营业执照号码：440306103510139发证机关：深圳市市场监督管理局核准日期：2016-05-24经营期限：10年经营状态：存续成立时间：2008年07月22日所属分类：网卡公司所属城市：深圳企业网 宝安区 宝安区福永类型：有限责任公司（自然人独资）顺企编码：10971769商铺：http://shenzhen0626372.11467.com/",,,https://www.11467.com/shenzhen/co/626372.htm
惠州市永基化工有限公司,惠州 惠州市小金口镇乌石大树岭,86-0752-2293777,"助焊剂 , 白电油 ,  甲苯  , 二甲苯 ,  甲醇  , 防白水 , 开油水 , 洗网水 , 环已酮 ,  丙酮 ",黄小姐,13829942451,,,458042803@qq.com,2003年12月12日,,,,惠州企业网 惠城区 惠城区小金口,"法人名称：惠州市永基化工有限公司主要经营产品：助焊剂 , 白电油 ,  甲苯  , 二甲苯 ,  甲醇  , 防白水 , 开油水 , 洗网水 , 环已酮 ,  丙酮 经营范围：销售化工原料及化工产品（具体项目按危险化学品经营许可证许可范围经营）；仪器仪表、电子产品、工业润滑油。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓营业执照号码：441300000100469发证机关：惠州市工商行政管理局核准日期：2015-10-20经营状态：存续成立时间：2003年12月12日职员人数：50人注册资本：380万人民币元 (万元)所属分类：其他单质公司所属城市：惠州企业网 惠城区 惠城区小金口类型：有限责任公司(自然人投资或控股)顺企编码：5572408",,,https://www.11467.com/huizhou/co/74119.htm
青岛艾莎视觉文化有限公司城阳分公司,山东省青岛市城阳区哈娜商拍 - ,(0532),"产品拍摄 , 主图详情页设计 , 网店代运营 ",赵成超,15725247608,,,260600432@qq.com,,,,,,"法人名称：青岛艾莎视觉文化有限公司城阳分公司主要经营产品：产品拍摄 , 主图详情页设计 , 网店代运营 经营状态：在业所属分类：页面图片设计公司所属城市：青岛企业网顺企编码：95669140",,,https://www.11467.com/qiye/95669140.htm
高碑店市金川乐器箱包制造有限责任公司,河北省保定市白沟新工业城 - ,18333266862,"吉他包 , 吉他包厂家 , 吉他包批发 , 吉他琴包 , 尤克里里包 , 竹笛包 , 笛子包 , 二胡盒 , 琵琶包 , 中阮包 , 唢呐包 , 电子琴包 , 萨克斯包 , 吉他背带 , 非洲鼓包 , 手鼓包 , 箱鼓包 , 金川乐器箱包官网 ",陈凯,18333266862,,,2787982760@qq.com,存续（在营、开业、在册）,,,,500 (万元),"法人名称：高碑店市金川乐器箱包制造有限责任公司主要经营产品：吉他包 , 吉他包厂家 , 吉他包批发 , 吉他琴包 , 尤克里里包 , 竹笛包 , 笛子包 , 二胡盒 , 琵琶包 , 中阮包 , 唢呐包 , 电子琴包 , 萨克斯包 , 吉他背带 , 非洲鼓包 , 手鼓包 , 箱鼓包 , 金川乐器箱包官网 经营范围：乐器箱包、休闲包、渔包加工、销售；进口公司所需的技术原料、设备、出口本公司产品营业执照号码：130684000004094发证机关：白沟新城工商行政管理局核准日期：2015-03-06经营期限：10年经营状态：存续（在营、开业、在册）经营模式：生产,销售成立时间：2004年11月12日职员人数：500人注册资本：500 (万元)公司官网：http://www.jinchuanxb.com所属分类：箱包、袋、皮具公司所属城市：保定企业网 高碑店市 高碑店市白沟镇类型：有限责任公司顺企编码：19507045商铺：http://baoding0101592.11467.com/",,,https://www.11467.com/baoding/co/101592.htm
深圳市优易网信息科技有限公司,深圳 深圳市南山区深南西路北侧汇景花园海逸阁22E,075561372622,"短信平台 , 短信验证码 , 短信接口 , 短信营销系统 , 企业短信 ",李小姐,13083494704,,,2331668758@qq.com,在业,,,,http://www.uewang.net,"法人名称：深圳市优易网信息科技有限公司主要经营产品：短信平台 , 短信验证码 , 短信接口 , 短信营销系统 , 企业短信 经营范围：计算机软件信息技术开发；兴办实业（具体项目另行申报）；经济信息咨询（不含限制项目）；国内贸易（以上不含专营、专控、专卖商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。^信息服务业务（仅限互联网信息服务和移动网信息服务业务）。营业执照号码：440301102912095发证机关：深圳市市场监督管理局南山局核准日期：2014-09-15经营期限：10年经营状态：在业成立时间：2007年10月09日职员人数：150人注册资本：220万元人民币 (万元)公司官网：http://www.uewang.net所属分类：短信系统公司所属城市：深圳企业网 南山区 南山区南山类型：有限责任公司顺企编码：23354227商铺：http://shenzhen01070772.11467.com/",,,https://www.11467.com/shenzhen/co/1070772.htm
莆田市网誉网络技术有限公司,福建省莆田市荔城区天九湾天溢嘉园2#403,0594-2557111,"网站设计 , 网站制作 , 计算机软件 , 域名主机 , 服务器租用 ",陈先生,13850223345,,,40321289@qq.com,存续（在营、开业、在册）,,,,http://www.wangyv.com,"法人名称：莆田市网誉网络技术有限公司主要经营产品：网站设计 , 网站制作 , 计算机软件 , 域名主机 , 服务器租用 经营范围：网站设计、制作、维护服务；计算机软件、硬件开发；电子商务、域名主机、服务器租用服务；网络信息咨询服务、网络产品代理；国内网络广告代理服务；网上人才供求信息发布、执业指导和咨询、招聘会、人才中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91350302689377704R发证机关：福建省莆田市城厢区工商行政管理局核准日期：2016-03-21经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2009年06月12日职员人数：10人注册资本：100万人民币 (万元)公司官网：http://www.wangyv.com所属分类：软件开发公司所属城市：莆田企业网 荔城区 类型：有限责任公司顺企编码：22649108商铺：http://putian050808.11467.com/",,,https://www.11467.com/putian/co/50808.htm
